employer,submit date,start date,case status,job title,base salary,salary to,city,state
international technologies pro llc,9/26/2013,9/26/2013,certified,software developer,73000,,white plains,ny
cyberthink inc,9/27/2013,10/7/2013,certified,software developer,73000,,montvale,nj
cyberthink inc,10/18/2013,10/18/2013,certified,software developer,73000,,brooklyn,ny
e-business international inc,10/28/2013,10/28/2013,certified,software developer,73000,,san francisco,ca
cyberthink inc,10/28/2013,10/28/2013,certified,software developer,73000,,montvale,nj
saras america inc,10/30/2013,11/4/2013,certified,software developer,73000,,san bruno,ca
proficient business systems inc,10/30/2013,3/12/2014,certified,software developer,73000,,englewood cliff,nj
infomatics corp,11/8/2013,11/15/2013,certified,software developer,73000,,new york,ny
cyberthink inc,11/19/2013,11/19/2013,certified,software developer,73000,,new york,ny
cyberthink inc,11/26/2013,11/26/2013,certified,software developer,73000,,new york,ny
it & ebusiness consulting services inc,12/3/2013,12/3/2013,certified,software developer,73000,,new york,ny
cadatasoft inc,12/6/2013,12/6/2013,certified,software developer,73000,,irvine,ca
s r international inc,12/13/2013,3/6/2014,certified,software developer,73000,,franklin lakes,nj
cyberthink inc,1/7/2014,1/16/2014,certified,software developer,73000,,jersey city,nj
e-business international inc,1/10/2014,1/10/2014,certified,software developer,73000,,morrisville,nc
script2itinc,1/15/2014,2/1/2014,denied,software developer,73000,,king of prussia,pa
script2itinc,1/17/2014,2/1/2014,certified,software developer,73000,,king of prussia,pa
rjt compuquest inc,1/20/2014,1/20/2014,certified,software developer,73000,,tarrytown,ny
isite technologies inc,1/21/2014,1/21/2014,certified,software developer,73000,,brea,ca
nam info inc,1/28/2014,1/29/2014,certified,software developer,73000,,irvine,ca
comscore inc,2/6/2014,8/5/2014,certified,software developer,73000,,chicago,il
comscore inc,2/6/2014,8/5/2014,certified,software developer,73000,,chicago,il
aclat inc,2/13/2014,8/15/2014,certified,software developer,73000,,costa mesa,ca
quinnox inc,2/25/2014,8/27/2014,certified,software developer,73000,,new york,ny
the national society of leadership and success,6/19/2014,7/10/2014,denied,software developer,73000,,hoboken,nj
apex technology systems inc,2/27/2014,4/1/2014,certified,software developer,73000,,long island city,ny
primus global services inc,2/28/2014,3/1/2014,certified,software developer,73000,,franklin lakes,nj
cyberthink inc,2/28/2014,8/28/2014,certified,software developer,73000,,white plains,ny
isite technologies inc,3/4/2014,3/10/2014,certified,software developer,73000,,orange,ca
kmr group inc,3/9/2014,8/30/2014,certified,software developer,73000,,chicago,il
adroix corp,3/5/2014,9/4/2014,certified,software developer,73000,,alpharetta,ga
applab systems inc,3/11/2014,9/8/2014,certified,software developer,73000,,costa mesa,ca
v-soft consulting group inc,3/7/2014,9/6/2014,certified,software developer,73000,,paramus,nj
horizon technologies inc,3/9/2014,8/30/2014,certified,software developer,73000,,san rafael,ca
itech us inc,3/10/2014,9/9/2014,certified,software developer,73000,,fountain valley,ca
globus it incorporated,3/12/2014,9/8/2014,certified,software developer,73000,,philadelphia,pa
globus it incorporated,3/12/2014,9/8/2014,certified,software developer,73000,,dallas,tx
ngusoft inc,3/11/2014,9/1/2014,certified,software developer,73000,,fremont,ca
globus it incorporated,3/12/2014,9/8/2014,certified,software developer,73000,,philadelphia,pa
globus it inc,3/11/2014,9/10/2014,certified,software developer,73000,,irving,tx
globus it inc,3/11/2014,9/10/2014,certified,software developer,73000,,irving,tx
itech us inc,3/12/2014,9/11/2014,certified,software developer,73000,,weehawken,nj
rivi consulting group inc,3/14/2014,8/31/2014,certified,software developer,73000,,alpharetta,ga
e-business international inc,3/30/2014,3/30/2014,certified,software developer,73000,,san jose,ca
smart works llc,3/14/2014,9/13/2014,certified,software developer,73000,,secaucus,nj
pearlsoft solutions incorporated,3/17/2014,9/14/2014,certified,software developer,73000,,little rock,ar
globus it incorporated,3/17/2014,9/16/2014,certified,software developer,73000,,irving,tx
globus it incorporated,3/17/2014,9/16/2014,certified,software developer,73000,,irving,tx
innovative intelligent solutions llc,3/17/2014,9/16/2014,certified,software developer,73000,,santa ana,ca
globus it incorporated,3/17/2014,9/16/2014,certified,software developer,73000,,irving,tx
smart works llc,3/18/2014,9/17/2014,certified,software developer,73000,,jersey city,nj
viacom international inc,3/18/2014,9/13/2014,certified,software developer,73000,80000,new york,ny
noodle education inc,3/18/2014,9/15/2014,certified,software developer,73000,110000,new york,ny
cyberthink inc,3/19/2014,9/18/2014,certified,software developer,73000,,newport beach,ca
riskval financial solutions llc,3/20/2014,9/18/2014,certified,software developer,73000,,new york,ny
turingtech llc,3/21/2014,9/20/2014,certified,software developer,73000,,new york,ny
turingtech llc,3/21/2014,9/20/2014,certified,software developer,73000,,new york,ny
infomatics corp,3/21/2014,3/21/2014,certified,software developer,73000,,union,nj
real soft inc,3/21/2014,9/19/2014,certified,software developer,73000,,monmouth junction,nj
cyberthink inc,3/22/2014,3/31/2014,certified,software developer,73000,,white plains,ny
1800my group llc,3/24/2014,9/23/2014,certified,software developer,73000,,la palma,ca
cyberthink inc,3/24/2014,3/24/2014,certified,software developer,73000,,columbus,oh
1800my group llc,3/24/2014,9/23/2014,certified,software developer,73000,,la palma,ca
roam data inc,3/25/2014,9/24/2014,certified,software developer,73000,,woburn,ma
tenazx inc,3/26/2014,8/10/2014,withdrawn,software developer,73000,,tarrytown,ny
tenazx inc,3/26/2014,8/10/2014,certified,software developer,73000,,tarrytown,ny
fusion plus solutions inc,3/27/2014,9/25/2014,certified,software developer,73000,,new york,ny
idv solutions llc,4/2/2014,9/20/2014,certified,software developer,73000,,lansing,mi
manju software solutions,4/15/2014,4/15/2014,certified,software developer,73000,,jefferson city,mo
quinnox inc,4/22/2014,5/15/2014,certified,software developer,73000,,elmsford,ny
synechron inc,4/28/2014,5/12/2014,certified,software developer,73000,,wichita,ks
cyberthink inc,4/30/2014,5/7/2014,certified,software developer,73000,,white plains,ny
cyberthink inc,5/2/2014,5/26/2014,certified,software developer,73000,,new york,ny
global technology and services inc,5/12/2014,5/19/2014,certified,software developer,73000,,stamford,ct
aptiva corp,5/12/2014,5/13/2014,certified,software developer,73000,,stamford,ct
cyberthink inc,5/16/2014,6/2/2014,certified,software developer,73000,,white plains,ny
network systems group inc,6/5/2014,6/9/2014,withdrawn,software developer,73000,,bethesda,md
globus it inc,6/10/2014,6/16/2014,certified,software developer,73000,,irving,tx
network systems group inc,6/9/2014,6/16/2014,certified,software developer,73000,,bethesda,md
teknest inc,6/16/2014,6/16/2014,certified,software developer,73000,,new york,ny
tenazx inc,6/18/2014,7/1/2014,certified,software developer,73000,,tarrytown,ny
digital infuzion inc,6/20/2014,6/30/2014,certified,software developer,73000,,gaithersburg,md
synechron inc,6/21/2014,6/29/2014,certified,software developer,73000,,nashville,tn
synechron inc,6/21/2014,6/29/2014,certified,software developer,73000,,nashville,tn
the national society of leadership and success,6/24/2014,7/10/2014,withdrawn,software developer,73000,,hoboken,nj
the national society of leadership and success,6/24/2014,7/10/2014,certified,software developer,73000,,hoboken,nj
smart works llc,6/24/2014,10/1/2014,certified,software developer,73000,,teaneck,nj
everest computers inc,7/24/2014,8/11/2014,certified,software developer,73000,,bethesda,md
oil price information service llc,8/1/2014,11/1/2014,certified,software developer,73000,,gaithersburg,md
gb tech inc,8/12/2014,9/13/2014,certified,software developer,73000,,mclean,va
cohesion inc,8/12/2014,8/22/2014,certified,software developer,73000,,fremont,ca
cyberthink inc,8/25/2014,9/2/2014,certified,software developer,73000,,warren,nj
cyberthink inc,8/26/2014,9/2/2014,certified,software developer,73000,,warren,nj
cyberthink inc,9/3/2014,9/3/2014,certified,software developer,73000,,warren,nj
isite technologies inc,9/8/2014,10/4/2014,certified,software developer,73000,,brea,ca
rapidit inc,9/8/2014,9/24/2014,certified,software developer,73000,,"montgomery, alabama",al
trisync technologies inc,9/10/2014,9/22/2014,certified,software developer,73000,,edison,nj
source mantra inc,9/18/2014,9/18/2014,certified,software developer,73000,,camp hill,pa
cyberthink inc,3/17/2014,3/24/2014,certified,software developer,73000,,new york,ny
everest computers inc,9/28/2012,10/5/2012,certified,software developer,73000,,johns creek,ga
everest computers inc,10/2/2012,10/5/2012,certified,software developer,73000,,duluth,ga
everest computers inc,10/25/2012,11/5/2012,certified,software developer,73000,,atlanta,ga
everest computers inc,10/25/2012,11/5/2012,certified,software developer,73000,,atlanta,ga
research in motion corporation,2/4/2013,8/1/2013,certified,software developer,73000,129700,irving,tx
satin solutions llc,3/4/2013,9/1/2013,certified,software developer,73000,,acton,ma
satin solutions llc,3/8/2013,9/5/2013,certified,software developer,73000,,woburn,ma
cash call inc,3/19/2013,9/17/2013,certified,software developer,73000,,anaheim,ca
msid us inc,3/29/2013,9/20/2013,withdrawn,software developer,73000,,11030 jones bridge rd suite 20,ga
wordstream inc,3/27/2013,9/20/2013,certified,software developer,73000,75000,boston,ma
wordstream inc,3/28/2013,9/20/2013,certified,software developer,73000,75000,boston,ma
msid us inc,3/29/2013,9/20/2013,certified,software developer,73000,,new york,ny
msid us inc,3/29/2013,9/20/2013,certified,software developer,73000,,alpharetta,ga
bloom tech solutions llc,4/4/2013,10/1/2013,certified,software developer,73000,,woodland hills,ca
e-business international inc,4/9/2013,4/15/2013,certified,software developer,73000,,newark,de
compuware corporation,4/26/2013,4/29/2013,certified,software developer,73000,,lexington,ma
predilytics inc,6/10/2013,10/1/2013,certified,software developer,73000,,burlington,ma
itech us inc,6/27/2013,7/10/2013,certified,software developer,73000,,kansas city,mo
itech us inc,6/28/2013,7/15/2013,certified,software developer,73000,,kansas city,mo
script2it inc,7/2/2013,7/15/2013,certified,software developer,73000,,bethpage,ny
value consulting inc,7/10/2013,8/1/2013,certified,software developer,73000,,manassas,va
professional transcription company,7/17/2013,10/1/2013,withdrawn,software developer,73000,,staten island,ny
professional transcription company,7/17/2013,10/1/2013,certified,software developer,73000,,staten island,ny
ubs ag,7/17/2013,7/17/2013,certified,software developer,73000,85000,new york,ny
rapidit inc,7/18/2013,7/22/2013,certified,software developer,73000,,alpharetta,ga
vista applied solutions group inc,7/22/2013,7/22/2013,certified,software developer,73000,,franklin lakes,nj
source mantra inc,7/31/2013,10/1/2013,certified,software developer,73000,,montvale,nj
cyberthink inc,7/31/2013,8/12/2013,certified,software developer,73000,,ridgefield park,nj
script2it inc,8/8/2013,8/9/2013,certified,software developer,73000,,king of prussia,pa
cyberthink inc,8/16/2013,9/2/2013,certified,software developer,73000,,somers,ny
cyberthink inc,8/22/2013,9/9/2013,certified,software developer,73000,,ridgefield park,nj
manju software solutions,8/27/2013,8/28/2013,certified,software developer,73000,,jersey city,nj
brightdoor systems inc,9/19/2013,2/4/2014,certified,software developer,73000,,cary,nc
business pointers incorporated,9/24/2013,9/30/2013,certified,software developer,73000,,foothill ranch,ca
aclat inc,11/11/2014,11/11/2014,certified,software developer,73000.08,,vienna,va
gartner inc,6/30/2014,10/1/2014,certified,software developer,73006.5,,stamford,ct
ntt data inc,2/5/2014,8/1/2014,certified,software developer,73029,120000,muscatine,ia
ntt data inc,4/14/2014,4/22/2014,certified,software developer,73029,120000,muscatine,ia
distributed solutions inc,9/10/2013,11/7/2013,certified,software developer,73080,,reston,va
oracle america inc,12/20/2013,12/30/2013,certified,software developer,73091,140000,deerfield,il
divensi inc,10/2/2012,10/23/2012,certified,software developer,73112,112590,bellevue,wa
kronsys inc,10/11/2012,10/11/2012,denied,software developer,73112,,raleigh,nc
kronsys inc,10/15/2012,10/16/2012,certified,software developer,73112,,raleigh,nc
agreeya solutions inc,11/7/2012,11/15/2012,certified,software developer,73112,,bellevue,wa
corporate computer services inc,2/6/2013,2/25/2013,certified,software developer,73112,,bellevue,wa
chinasoft international inc,3/13/2013,9/12/2013,certified,software developer,73112,77000,redmond,wa
oslo solutions llc,3/15/2013,9/14/2013,certified,software developer,73112,,issaquah,wa
oslo solutions llc,3/15/2013,9/14/2013,certified,software developer,73112,,issaquah,wa
oslo solutions llc,3/15/2013,9/14/2013,certified,software developer,73112,,issaquah,wa
oslo solutions llc,3/25/2013,9/24/2013,certified,software developer,73112,,issaquah,wa
oslo solutions llc,3/26/2013,9/25/2013,certified,software developer,73112,,issaquah,wa
agreeya solutions inc,4/23/2013,4/30/2013,certified,software developer,73112,,bellevue,wa
trellis technology solutions llc,5/10/2013,5/10/2013,certified,software developer,73112,,seattle,wa
vrn jobs llc,3/6/2013,3/18/2013,certified,software developer,73150,,bellevue,wa
trellis technology solutions llc,3/25/2013,9/24/2013,withdrawn,software developer,73150,,seattle,wa
nam info inc,2/4/2014,2/4/2014,certified,software developer,73174,,bellevue,wa
divensi inc,2/6/2014,2/6/2014,withdrawn,software developer,73174,116272,bellevue,wa
divensi inc,2/11/2014,2/11/2014,certified,software developer,73174,116272,bellevue,wa
apptio inc,2/12/2014,8/7/2014,certified,software developer,73174,,bellevue,wa
nam info inc,2/27/2014,2/27/2014,certified,software developer,73174,,bellevue,wa
it resources inc,3/6/2014,9/5/2014,certified,software developer,73174,,woodinville,wa
rice lake weighing systems inc,3/9/2014,9/1/2014,certified,software developer,73174,,seattle,wa
business pointers incorporated,3/14/2014,9/2/2014,certified,software developer,73174,,sterling,va
logic rule inc,3/17/2014,9/16/2014,certified,software developer,73174,,bothell,wa
logic rule inc,3/17/2014,9/16/2014,certified,software developer,73174,,bellevue,wa
it resources inc,3/18/2014,9/14/2014,certified,software developer,73174,,woodinville,wa
i2 it solutions inc,3/28/2014,9/21/2014,certified,software developer,73174,,bothell,wa
oslo solutions llc,4/1/2014,9/30/2014,certified,software developer,73174,,issaquah,wa
emergtech business solutionsinc,4/9/2014,4/9/2014,certified,software developer,73174,,bothell,wa
emergtech business solutionsinc,4/9/2014,4/9/2014,certified,software developer,73174,,bothell,wa
oslo solutions llc,4/22/2014,4/22/2014,certified,software developer,73174,,issaquah,wa
ciber inc,4/30/2014,5/5/2014,certified,software developer,73174,,seattle,wa
oslo solutions llc,5/15/2014,10/1/2014,certified,software developer,73174,,issaquah,wa
agreeya solutions inc,5/20/2014,5/20/2014,certified,software developer,73174,,redmond,wa
divensi inc,5/28/2014,7/11/2014,certified,software developer,73174,116272,bellevue,wa
zones inc,7/12/2013,10/1/2013,certified,software developer,73174,,auburn,wa
robustware inc,8/7/2013,8/14/2013,certified,software developer,73174,,redmond,wa
corporate computer services inc,9/19/2013,10/6/2013,certified,software developer,73174,,bellevue,wa
applab systems inc,11/6/2014,11/6/2014,certified,software developer,73200,,costa mesa,ca
tyler technologies inc,3/6/2014,9/1/2014,certified,software developer,73200,,renton,wa
applab systems inc,3/12/2014,9/8/2014,certified,software developer,73200,,seattle,wa
engineering technology associates inc,4/15/2014,4/16/2014,certified,software developer,73200,,bothell,wa
teknest inc,5/29/2014,10/1/2014,certified,software developer,73200,,portland,me
tata consultancy services limited,7/15/2014,7/16/2014,certified,software developer,73200,,san diego,ca
tata consultancy services limited,8/12/2014,10/10/2014,certified,software developer,73200,,san diego,ca
tata consultancy services limited,3/15/2013,9/13/2013,certified,software developer,73200,,san diego,ca
tata consultancy services limited,3/15/2013,9/13/2013,certified,software developer,73200,,san diego,ca
implementation technologies consulting inc,3/20/2013,9/19/2013,certified,software developer,73200,,hattiesburg,ms
tata consultancy services limited,3/21/2013,9/20/2013,certified,software developer,73200,76200,san diego,ca
tata consultancy services limited,3/21/2013,9/20/2013,certified,software developer,73200,76200,san diego,ca
tata consultancy services limited,6/5/2013,6/6/2013,withdrawn,software developer,73200,,san diego,ca
tata consultancy services limited,6/5/2013,6/6/2013,withdrawn,software developer,73200,,san diego,ca
tata consultancy services limited,6/5/2013,6/6/2013,withdrawn,software developer,73200,,san diego,ca
tata consultancy services limited,6/5/2013,6/6/2013,withdrawn,software developer,73200,,san diego,ca
tata consultancy services limited,6/5/2013,6/6/2013,withdrawn,software developer,73200,,san diego,ca
tata consultancy services limited,6/5/2013,6/6/2013,withdrawn,software developer,73200,,san diego,ca
tata consultancy services limited,6/5/2013,6/6/2013,withdrawn,software developer,73200,,san diego,ca
tata consultancy services limited,6/6/2013,6/7/2013,certified,software developer,73200,,san diego,ca
tata consultancy services limited,6/6/2013,6/7/2013,certified,software developer,73200,,san diego,ca
tata consultancy services limited,6/6/2013,6/7/2013,certified,software developer,73200,,san diego,ca
tata consultancy services limited,6/6/2013,6/7/2013,certified,software developer,73200,,san diego,ca
tata consultancy services limited,6/6/2013,6/7/2013,certified,software developer,73200,,san diego,ca
tata consultancy services limited,6/6/2013,6/7/2013,certified,software developer,73200,,san diego,ca
tata consultancy services limited,6/6/2013,6/7/2013,certified,software developer,73200,,san diego,ca
tata consultancy services limited,6/24/2013,6/25/2013,certified,software developer,73200,,san diego,ca
tata consultancy services limited,6/24/2013,6/25/2013,certified,software developer,73200,,san diego,ca
tata consultancy services limited,6/24/2013,6/25/2013,certified,software developer,73200,,san diego,ca
mastech inc a mastech holdings inc company,10/20/2014,10/20/2014,certified,software developer,73258,88258,tempe,az
ntt data inc,10/29/2014,12/31/2014,certified,software developer,73258,110000,tempe,az
ntt data inc,11/18/2014,1/31/2015,certified,software developer,73258,110000,tempe,az
ntt data inc,7/10/2014,9/30/2014,certified,software developer,73258,110000,tempe,az
ntt data inc,8/28/2014,9/30/2014,certified,software developer,73258,110000,tempe,az
ntt data inc,9/23/2014,9/30/2014,certified,software developer,73258,110000,phoenix,az
mastech inc a mastech holdings inc company,11/15/2013,11/15/2013,certified,software developer,73299,88299,alpharetta,ga
mastech inc a mastech holdings inc company,1/10/2014,1/10/2014,certified,software developer,73299,88299,alpharetta,ga
catapult international llc,3/28/2014,9/1/2014,certified,software developer,73299,,lenexa,ks
nextec operating corporation,11/6/2012,11/13/2012,certified,software developer,73310,,seattle,wa
code ace solutions inc,2/13/2014,8/13/2014,certified,software developer,73341,,tallahassee,fl
mastech inc a mastech holdings inc company,10/9/2014,10/9/2014,certified,software developer,73362,88362,new haven,ct
saggezza inc,8/11/2014,11/20/2014,certified,software developer,73380,,chicago,il
ntt data inc (formerly keane inc),9/26/2013,12/1/2013,certified,software developer,73403,120000,tempe,az
ntt data inc,10/31/2013,12/1/2013,certified,software developer,73403,120000,tempe,az
ntt data inc,11/7/2013,12/31/2013,certified,software developer,73403,120000,phoenix,az
ntt data inc,11/12/2013,11/20/2013,certified,software developer,73403,110000,tempe,az
ntt data inc,11/15/2013,2/28/2014,certified,software developer,73403,120000,tempe,az
ntt data inc,11/26/2013,1/14/2014,certified,software developer,73403,120000,tempe,az
ntt data inc,12/2/2013,1/13/2014,certified,software developer,73403,120000,tempe,az
ntt data inc,12/2/2013,1/13/2014,certified,software developer,73403,120000,tempe,az
ntt data inc,12/2/2013,1/13/2014,certified,software developer,73403,120000,tempe,az
ntt data inc,12/4/2013,12/12/2013,certified,software developer,73403,120000,phoenix,az
ntt data inc,1/21/2014,1/28/2014,certified,software developer,73403,110000,phoenix,az
mastech inc a mastech holdings inc company,2/5/2014,2/5/2014,certified,software developer,73403,88403,scottsdale,az
ntt data inc,2/5/2014,8/1/2014,certified,software developer,73403,120000,phoenix,az
mastech inc a mastech holdings inc company,2/6/2014,2/6/2014,certified,software developer,73403,88403,tempe,az
ntt data inc,2/7/2014,2/17/2014,certified,software developer,73403,110000,tempe,az
osisoft llc,3/6/2014,9/2/2014,certified,software developer,73403,88732,phoenix,az
ntt data inc,3/20/2014,8/14/2014,certified,software developer,73403,110000,phoenix,az
ntt data inc,3/28/2014,4/4/2014,certified,software developer,73403,140000,tempe,az
ifactor consulting inc,4/7/2014,10/1/2014,withdrawn,software developer,73403,88733,tempe,az
mastech inc a mastech holdings inc company,4/15/2014,4/15/2014,denied,software developer,73403,88403,scottsdale,az
mastech inc a mastech holdings inc company,4/16/2014,4/16/2014,certified,software developer,73403,88403,scottsdale,az
ntt data inc,6/9/2014,6/17/2014,certified,software developer,73403,110000,tempe,az
ntt data inc (formerly keane inc),9/6/2013,9/13/2013,certified,software developer,73403,110000,tempe,az
ntt data inc (formerly keane inc),9/10/2013,9/18/2013,certified,software developer,73403,110000,phoenix,az
ntt data inc (formerly keane inc),9/11/2013,9/19/2013,certified,software developer,73403,120000,tempe,az
itech us inc,10/2/2014,10/6/2014,certified,software developer,73445,,sandy springs,ga
data systems integration group inc,11/6/2014,11/13/2014,certified,software developer,73445,,new york,ny
i2 it solutions inc,11/14/2014,11/14/2014,certified,software developer,73445,,new york,ny
usa studios,11/26/2014,12/3/2014,certified,software developer,73445,80000,new york,ny
mastech inc a mastech holdings inc company,12/10/2014,12/10/2014,certified,software developer,73445,88445,alpharetta,ga
pacifica consulting services llc,7/8/2014,10/1/2014,certified,software developer,73445,73445,saint peters,mo
product and data center llc,7/21/2014,10/1/2014,certified,software developer,73445,,hicksville,ny
nanosemantics inc,8/17/2014,8/18/2014,certified,software developer,73445,,new york,ny
nanosemantics inc,8/17/2014,8/18/2014,withdrawn,software developer,73445,,new york,ny
bjss inc,9/11/2014,10/1/2014,certified,software developer,73445,93445,weehawken,nj
compunnel software group inc,9/15/2014,3/1/2015,certified,software developer,73445,108763,new york,ny
intune systems inc,9/23/2014,9/23/2014,certified,software developer,73445,,new york,ny
alkami technology inc,8/5/2014,8/25/2014,certified,software developer,73445,,plano,tx
compitss inc,3/19/2013,9/18/2013,certified,software developer,73445,,newbury park,ca
compitss inc,3/19/2013,9/18/2013,certified,software developer,73445,,newbury park,ca
compitss inc,3/19/2013,9/18/2013,certified,software developer,73445,,newbury park,ca
compitss inc,3/19/2013,9/18/2013,certified,software developer,73445,,newbury park,ca
compunnel software group inc,9/2/2014,9/2/2014,certified,software developer,73450,108763,ridgefield,nj
appisoft inc,10/3/2014,10/20/2014,certified,software developer,73500,,atlanta,ga
cyberthink inc,10/22/2014,11/3/2014,certified,software developer,73500,,white plains,ny
cyberthink inc,11/5/2014,12/8/2014,certified,software developer,73500,,new york,ny
cyberthink inc,12/4/2014,12/15/2014,certified,software developer,73500,,new york,ny
ntt data inc,10/22/2013,1/14/2014,certified,software developer,73500,120000,phoenix,az
ntt data inc,10/23/2013,12/31/2013,certified,software developer,73500,110000,phoenix,az
industry games llc,2/20/2014,8/21/2014,certified,software developer,73500,,gilbert,az
cayley aerospace inc,3/6/2014,9/1/2014,certified,software developer,73500,87000,lynnwood,wa
inventit solutions inc,3/19/2014,9/18/2014,certified,software developer,73500,,bellevue,wa
inventit solutions inc,3/20/2014,9/16/2014,certified,software developer,73500,,bellevue,wa
inventit solutions inc,3/20/2014,9/16/2014,certified,software developer,73500,,bellevue,wa
inventit solutions inc,3/20/2014,9/18/2014,certified,software developer,73500,,bellevue,wa
teknest inc,7/9/2014,7/14/2014,certified,software developer,73500,,newyork,ny
brillio llc,7/11/2014,7/28/2014,certified,software developer,73500,,basking ridge,nj
teknest inc,7/25/2014,1/1/2015,denied,software developer,73500,,new york,ny
heartland payment systems inc,8/1/2014,8/8/2014,certified,software developer,73500,93500,alpharetta,ga
brillio llc,7/31/2014,7/31/2014,certified,software developer,73500,90000,morristown,nj
teknest inc,8/4/2014,1/1/2015,certified,software developer,73500,,new york,ny
brillio llc,8/19/2014,8/19/2014,certified,software developer,73500,,morristown,nj
tenazx inc,8/27/2014,9/1/2014,certified,software developer,73500,,hoboken,nj
tenazx inc,8/27/2014,9/1/2014,withdrawn,software developer,73500,,tarrytown,ny
teknest inc,9/5/2014,9/8/2014,certified,software developer,73500,,new york,ny
teknest inc,9/15/2014,9/29/2014,certified,software developer,73500,,hoboken,nj
tenazx inc,9/18/2014,10/1/2014,certified,software developer,73500,,new york,ny
scanpoint inc,10/30/2012,1/26/2013,certified,software developer,73500,,barrington,nh
hellmuth obata + kassabaum inc,4/15/2013,10/1/2013,certified,software developer,73500,,st. louis,mo
ntt data inc (formerly keane inc),7/15/2013,9/30/2013,certified,software developer,73500,120000,phoenix,az
ntt data inc (formerly keane inc),7/15/2013,9/30/2013,certified,software developer,73500,120000,tempe,az
ntt data inc (formerly keane inc),8/7/2013,9/30/2013,certified,software developer,73500,120000,tempe,az
ntt data inc (formerly keane inc),8/19/2013,8/27/2013,certified,software developer,73500,130000,tempe,az
ntt data inc (formerly keane inc),8/26/2013,9/3/2013,certified,software developer,73500,130000,phoenix,az
ntt data inc (formerly keane inc),8/29/2013,9/6/2013,certified,software developer,73500,120000,scottsdale,az
access technology solutions inc,11/19/2014,12/8/2014,certified,software developer,73549,,indianapolis,in
ntt data inc,11/19/2014,11/26/2014,certified,software developer,73549,110000,indianapolis,in
ntt data inc,8/11/2014,8/18/2014,certified,software developer,73549,110000,indianapolis,in
amadeus north america inc,3/14/2014,9/13/2014,certified,software developer,73570,88982,miami,fl
us building corporation,3/26/2014,10/1/2014,denied,software developer,73570,,miami,fl
us building corporation,4/4/2014,10/1/2014,certified,software developer,73570,,miami,fl
streamline health solutions inc,9/5/2014,9/12/2014,withdrawn,software developer,73700,,new york,ny
streamline health solutions inc,8/22/2013,9/15/2013,certified,software developer,73700,,new york,ny
kidwell inc,3/12/2014,9/11/2014,certified,software developer,73800.8,,lincoln,ne
ciber inc,1/14/2014,6/1/2014,certified,software developer,73840,,durham,nc
american information technology corporation,10/18/2013,10/18/2013,certified,software developer,73861,,san francisco,ca
intelliswift software inc,10/18/2013,10/25/2013,certified,software developer,73861,,burlingame,ca
american information technology corporation,11/4/2013,11/4/2013,certified,software developer,73861,,san francisco,ca
quantum vision llc,11/14/2013,11/14/2013,certified,software developer,73861,,san francisco,ca
spreecast inc,3/4/2014,9/3/2014,certified,software developer,73861,185000,san francisco,ca
eat24hourscom inc,2/27/2014,8/29/2014,certified,software developer,73861,,san bruno,ca
endpoint clinical inc,3/10/2014,9/1/2014,certified,software developer,73861,,san francisco,ca
jauntful llc,3/5/2014,9/2/2014,certified,software developer,73861,100000,san francisco,ca
serena software inc,3/19/2014,9/17/2014,certified,software developer,73861,85000,san mateo,ca
concrete interactive llc,3/25/2014,9/23/2014,certified,software developer,73861,100000,san francisco,ca
eat24hourscom inc,3/25/2014,9/24/2014,certified,software developer,73861,,san bruno,ca
jnj solutions inc,4/15/2014,5/1/2014,certified,software developer,73861,,san francisco,ca
quantum vision llc,4/17/2014,4/17/2014,certified,software developer,73861,,san mateo,ca
american information technology corporation,5/14/2014,5/14/2014,certified,software developer,73861,,south san francisco,ca
infobahn softworld inc,7/11/2013,7/18/2013,certified,software developer,73861,,menlo park,ca
embtel inc,8/29/2013,9/3/2013,certified,software developer,73861,,foster city,ca
compunnel software group inc,11/27/2013,12/16/2013,certified,software developer,73863,112674,corte madera,ca
compunnel software group inc,12/5/2013,3/11/2014,certified,software developer,73863,90459,san francisco,ca
compunnel software group inc,12/18/2013,12/20/2013,certified,software developer,73863,90459,"menlo park,",ca
compunnel software group inc,3/26/2014,3/31/2014,certified,software developer,73863,112674,san bruno,ca
soft people inc,10/21/2013,10/21/2013,certified,software developer,73900,,menlo park,ca
mastech inc a mastech holdings inc company,12/3/2013,12/3/2013,certified,software developer,73902,88902,salem,nc
mastech inc a mastech holdings inc company,12/6/2013,12/6/2013,certified,software developer,73902,88902,winston salem,nc
cadatasoft inc,9/26/2014,10/1/2014,certified,software developer,73923,,san francisco,ca
brightree home health & hospice f/k/a careanyware,10/20/2014,11/4/2014,certified,software developer,73923,,brooklyn,ny
acumen llc,10/28/2014,11/4/2014,certified,software developer,73923,90000,burlingame,ca
bae systems information solutions,4/8/2014,7/28/2014,certified,software developer,73923,,washington,dc
ssinfotek inc,9/12/2014,9/15/2014,certified,software developer,73923,,foster city,ca
compunnel software group inc,7/2/2014,7/21/2014,certified,software developer,73925,93018,san francisco,ca
computech careers inc,1/22/2014,1/29/2014,certified,software developer,73987,,hawthorne,ny
rapidit inc,10/16/2014,10/16/2014,certified,software developer,74000,,alpharetta,ga
tiny planet inc,10/20/2014,10/21/2014,certified,software developer,74000,,elmhurst,il
v-soft consulting group inc,10/23/2014,10/30/2014,certified,software developer,74000,,jersey city,nj
